id	average	std	tweet
1159533712079503361	0.2301330624327846	0.2195932439100901	get_tweets_single: failed to get tweet ID %s: %s1159533712079503361
1159533713044234241	0.2698602395909148	0.1789426752331728	b'@kind_honest HELL YES! His grinned and thumbs up are disgusting!'
1159533718345830400	0.2296614139007155	0.2285302000685163	"b""@SenMcCollister Can't wait to see the shit show his death will bring."""
1159533739871002625	0.1690927666748498	0.1802006853601546	get_tweets_single: failed to get tweet ID %s: %s1159533739871002625
1159533742366633984	0.2749795157605978	0.2767205273968921	get_tweets_single: failed to get tweet ID %s: %s1159533742366633984
1159533763791130624	0.2506661773573668	0.2293777998206459	b'Junhee and I are gonna take turns beating his sleep paralysis ghost\xe2\x80\x99s ass!!!!\xc2\xa1 step the fuck up demon lady !!!!!!'
1159534097754132480	0.1603617248011226	0.1889165342885667	b'@OOpexin Exactly, a pervert. \nSo disgusting and he has women in his house.'
1159469570912137216	0.2083114171676187	0.2122021655434991	b'Invest in your bitch'
1159528564925984768	0.573400633771885	0.3165154055671836	b'everyone talks shit in LA'
1159534198551482368	0.2637118542407399	0.2074000544927279	b'@LiamByrneMP Who the fuck are you to discuss interfere in our personal matters'
1154771140277088258	0.5695857297677659	0.325775909236733	b'Yeah ngl lion king had me in fucking pieces \xf0\x9f\x98\x82'
1159534551330361345	0.2991191687879173	0.2696233629055087	"b""@ArsenalTheWorld Ffs, We have our best window in forever and you're still on a fucking downer. Fuck off already \xf0\x9f\x98\x85"""
1159534549891784705	0.2059255800029458	0.2310120138508424	b'i support everyone in this world \xf0\x9f\x99\x8f except you donald trump supporters, fuck y\xe2\x80\x99all and eat shit'
1159532611091517447	0.2253339055258929	0.2327274757309724	b'@SauceyBruh these bitches want dick in they mouf'
1159534894793539585	0.4041650966511626	0.1924390468194004	b'@ColbyBrock Innit tho\xe2\x98\xb9 I mean everyone talks shit everywhere but the amount of shit talking in England is just...\xf0\x9f\x99\x84\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xac'
1159534899390537728	0.5169005138303693	0.2460392618554274	get_tweets_single: failed to get tweet ID %s: %s1159534899390537728
1159534924258598913	0.7885720882373726	0.0714758585211233	b'@ExplainPeter Fuck yeah dude of course I am with this Instagram shit'
1159517895220703232	0.3327015292367393	0.2873104936353078	b'reading cedrics death was so fucking hard.. just why'
1159535314995699715	0.2311435109968329	0.2408461791481866	get_tweets_single: failed to get tweet ID %s: %s1159535314995699715
1159535368833773570	0.5835147789226649	0.0531049792352881	b'Looking at a picture that was taken of me today I am fucking fat! Its disgusting'
1159535370150617089	0.3225703271288888	0.2345312923022523	b'just ran out of my fenty gloss bomb and that shit was tragic'
1159535658341470208	0.4731495714459472	0.2721411312593306	b'*I could sleep https://t.co/MRgyzkXU4C'
1159535679241629698	0.2269100449968084	0.1975059859125097	get_tweets_single: failed to get tweet ID %s: %s1159535679241629698
1159536031525482496	0.1906643832317809	0.2170014003740463	b'@SykesCharlie Here in Canada?  I call the cops and they drag his ass to jail.'
1159536048063619072	0.3939652183863692	0.2255900502811526	get_tweets_single: failed to get tweet ID %s: %s1159536048063619072
1159536073157967872	0.1796929309820648	0.2233414779729173	get_tweets_single: failed to get tweet ID %s: %s1159536073157967872
1159536111015931905	0.4679541295893097	0.2664463832492436	get_tweets_single: failed to get tweet ID %s: %s1159536111015931905
1159536127713394693	0.2475713910678567	0.2419932396334135	get_tweets_single: failed to get tweet ID %s: %s1159536127713394693
1159536387798052865	0.2849302401857208	0.282014010693474	get_tweets_single: failed to get tweet ID %s: %s1159536387798052865
1159536392449355776	0.2348198087990958	0.2355447478338696	get_tweets_single: failed to get tweet ID %s: %s1159536392449355776
1159536404667518977	0.2493660133469105	0.2317253946101893	get_tweets_single: failed to get tweet ID %s: %s1159536404667518977
1159536446753165312	0.2545497517882808	0.2339955064002545	get_tweets_single: failed to get tweet ID %s: %s1159536446753165312
1145106755715645440	0.2325197615353764	0.2444793043987231	b'If your wife is too tired for sex, man the fuck up and help her more.'
1159536782331076608	0.2287739405789462	0.2304208385352792	b'@wynfreya Hahaha she\xe2\x80\x99s just sick in the head'
1159536832469774340	0.1906821915698318	0.2127559180108307	get_tweets_single: failed to get tweet ID %s: %s1159536832469774340
1159535842253295617	0.2277768348347139	0.2549304957946873	b'i love hoodrat bitches, hippie bitches, and boujhetto bitches. cause i\xe2\x80\x99m all those bitches in one'
1159513577914544131	0.1921385791829177	0.2063369147620481	get_tweets_single: failed to get tweet ID %s: %s1159513577914544131
1159536887285125122	0.7659845233430407	0.1386334126113343	get_tweets_single: failed to get tweet ID %s: %s1159536887285125122
1159537537389490176	0.8160409945261663	0.1489371543187811	get_tweets_single: failed to get tweet ID %s: %s1159537537389490176
1159468170022936581	0.463837891166553	0.3477395923226463	b'@DrDavidDuke Yeah, because white people have suffered enough in America?  What kind of self-centered asshole could even think such a thing?'
1159537990441373696	0.4675570519361695	0.2785185494716543	b'fuck it, back to square one. \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f'
1159538011115327489	0.3132472441855777	0.2673007873971246	b'@NUFC Get to fuck'
1159538318981439489	0.2090387323928083	0.2196492236084046	b'I hate when people say games make you violent. Nah your crazy ass child was violent already.'
1159538353437458432	0.4786359761271228	0.2875273263891319	b'Honestly bomb and cheap \xf0\x9f\x98\xa2 https://t.co/EkPxi6xlLA'
1159538397171503104	0.2685871046024036	0.2604280497658018	get_tweets_single: failed to get tweet ID %s: %s1159538397171503104
1159538418801623041	0.2337516605009673	0.2383817223936832	get_tweets_single: failed to get tweet ID %s: %s1159538418801623041
1159529877768409089	0.2911811400786618	0.2506931450772868	b'@mjgMoody sir!! Yo shit is fire as fuck! Remember me!'
1159538724306333696	0.4595339544021443	0.3023684051897177	b'@Kalarigamerchic Kamala is the new Hillary (as far as shit slinging.. AT her)'
1159538738147528706	0.4881151949190328	0.2871919066365636	get_tweets_single: failed to get tweet ID %s: %s1159538738147528706
1159538776357711874	0.3079727199962041	0.2329603975121965	b'@marcthiessen @PostOpinions this is dumb as shit'
